tick,cur_x,cur_y,cur_yaw,target_x,target_y,target_yaw,force_x,force_y,v_cmd,w_cmd,cur_v
1782, 0.6322, 7.3711, -1.1890, 0.3496, 6.2597, -1.8782, -0.0099, 0.6342, 0.2000, 0.2189, 0.2000
1783, 0.6331, 7.3690, -1.1828, 0.3496, 6.2597, -1.8782, -0.0090, 0.6616, 0.2000, 0.5953, 0.2000
1784, 0.6331, 7.3690, -1.1828, 0.3496, 6.2597, -1.8782, -0.0090, 0.6616, 0.2000, 0.3907, 0.2000
1785, 0.6339, 7.3669, -1.1794, 0.3496, 6.2597, -1.8782, -0.0090, 0.6616, 0.2000, 0.5420, 0.2000
1786, 0.6339, 7.3669, -1.1794, 0.3496, 6.2597, -1.8782, -0.0085, 0.7131, 0.2000, 0.6000, 0.2000
1787, 0.6339, 7.3669, -1.1794, 0.3496, 6.2597, -1.8782, -0.0085, 0.7131, 0.2000, 0.6000, 0.2000
1788, 0.6348, 7.3649, -1.1747, 0.3496, 6.2597, -1.8782, -0.0085, 0.7131, 0.2000, 0.6000, 0.2000
1789, 0.6348, 7.3649, -1.1747, 0.3496, 6.2597, -1.8782, -0.0097, 0.6962, 0.2000, 0.6000, 0.2000
1790, 0.6348, 7.3649, -1.1747, 0.3496, 6.2597, -1.8782, -0.0097, 0.6962, 0.2000, 0.6000, 0.2000
1791, 0.6357, 7.3628, -1.1687, 0.3496, 6.2597, -1.8782, -0.0111, 0.7007, 0.2000, 0.6000, 0.2000
1792, 0.6357, 7.3628, -1.1687, 0.3496, 6.2597, -1.8782, -0.0111, 0.7007, 0.2000, 0.6000, 0.2000
1793, 0.6357, 7.3628, -1.1687, 0.3496, 6.2597, -1.8782, -0.0111, 0.7007, 0.2000, 0.6000, 0.2000
1794, 0.6365, 7.3608, -1.1624, 0.3496, 6.2597, -1.8782, -0.0100, 0.7362, 0.2000, 0.6000, 0.2000
1795, 0.6365, 7.3608, -1.1624, 0.3496, 6.2597, -1.8782, -0.0100, 0.7362, 0.2000, 0.6000, 0.2000
1796, 0.6374, 7.3587, -1.1562, 0.3496, 6.2597, -1.8782, -0.0100, 0.7362, 0.2000, 0.6000, 0.2000
1797, 0.6374, 7.3587, -1.1562, 0.3496, 6.2597, -1.8782, -0.0084, 0.7587, 0.2000, 0.6000, 0.2000
1798, 0.6374, 7.3587, -1.1562, 0.3496, 6.2597, -1.8782, -0.0084, 0.7587, 0.2000, 0.6000, 0.2000
1799, 0.6384, 7.3567, -1.1499, 0.3496, 6.2597, -1.8782, -0.0084, 0.7587, 0.2000, 0.6000, 0.2000
1800, 0.6384, 7.3567, -1.1499, 0.3496, 6.2597, -1.8782, -0.0068, 0.7878, 0.2000, 0.6000, 0.2000
1801, 0.6384, 7.3567, -1.1499, 0.3496, 6.2597, -1.8782, -0.0068, 0.7878, 0.2000, 0.6000, 0.2000
1802, 0.6393, 7.3546, -1.1436, 0.3496, 6.2597, -1.8782, -0.0066, 0.7803, 0.2000, 0.6000, 0.2000
1803, 0.6393, 7.3546, -1.1436, 0.3496, 6.2597, -1.8782, -0.0066, 0.7803, 0.2000, 0.6000, 0.2000
1804, 0.6402, 7.3526, -1.1374, 0.3496, 6.2597, -1.8782, -0.0066, 0.7803, 0.2000, 0.6000, 0.2000
1805, 0.6402, 7.3526, -1.1374, 0.3496, 6.2597, -1.8782, -0.0076, 0.7947, 0.2000, 0.6000, 0.2000
1806, 0.6402, 7.3526, -1.1374, 0.3496, 6.2597, -1.8782, -0.0076, 0.7947, 0.2000, 0.6000, 0.2000
1807, 0.6412, 7.3506, -1.1311, 0.3496, 6.2597, -1.8782, -0.0092, 0.8197, 0.2000, 0.6000, 0.2000
1808, 0.6412, 7.3506, -1.1311, 0.3496, 6.2597, -1.8782, -0.0092, 0.8197, 0.2000, 0.6000, 0.2000
1809, 0.6412, 7.3506, -1.1311, 0.3496, 6.2597, -1.8782, -0.0092, 0.8197, 0.2000, 0.6000, 0.2000
1810, 0.6422, 7.3486, -1.1249, 0.3496, 6.2597, -1.8782, -0.0103, 0.8329, 0.2000, 0.6000, 0.2000
1811, 0.6422, 7.3486, -1.1249, 0.3496, 6.2597, -1.8782, -0.0103, 0.8329, 0.2000, 0.6000, 0.2000
1812, 0.6431, 7.3465, -1.1186, 0.3496, 6.2597, -1.8782, -0.0103, 0.8329, 0.2000, 0.6000, 0.2000
1813, 0.6431, 7.3465, -1.1186, 0.3496, 6.2597, -1.8782, -0.0109, 0.7688, 0.2000, 0.6000, 0.2000
1814, 0.6431, 7.3465, -1.1186, 0.3496, 6.2597, -1.8782, -0.0109, 0.7688, 0.2000, 0.6000, 0.2000
1815, 0.6441, 7.3445, -1.1124, 0.3496, 6.2597, -1.8782, -0.0109, 0.7688, 0.2000, 0.6000, 0.2000
1816, 0.6441, 7.3445, -1.1124, 0.3496, 6.2597, -1.8782, -0.0121, 0.7679, 0.2000, 0.6000, 0.2000
1817, 0.6441, 7.3445, -1.1124, 0.3496, 6.2597, -1.8782, -0.0121, 0.7679, 0.2000, 0.6000, 0.2000
1818, 0.6451, 7.3425, -1.1061, 0.3496, 6.2597, -1.8782, -0.0093, 0.8600, 0.2000, 0.6000, 0.2000
1819, 0.6451, 7.3425, -1.1061, 0.3496, 6.2597, -1.8782, -0.0093, 0.8600, 0.2000, 0.6000, 0.2000
1820, 0.6451, 7.3425, -1.1061, 0.3496, 6.2597, -1.8782, -0.0093, 0.8600, 0.2000, 0.6000, 0.2000
1821, 0.6461, 7.3405, -1.0998, 0.3496, 6.2597, -1.8782, -0.0092, 0.8299, 0.2000, 0.6000, 0.2000
1822, 0.6461, 7.3405, -1.0998, 0.3496, 6.2597, -1.8782, -0.0092, 0.8299, 0.2000, 0.6000, 0.2000
1823, 0.6472, 7.3385, -1.0936, 0.3496, 6.2597, -1.8782, -0.0092, 0.8299, 0.2000, 0.6000, 0.2000
1824, 0.6472, 7.3385, -1.0936, 0.3496, 6.2597, -1.8782, -0.0092, 0.7959, 0.2000, 0.6000, 0.2000
1825, 0.6472, 7.3385, -1.0936, 0.3496, 6.2597, -1.8782, -0.0092, 0.7959, 0.2000, 0.6000, 0.2000
1826, 0.6482, 7.3366, -1.0873, 0.3496, 6.2597, -1.8782, -0.0079, 0.7792, 0.2000, 0.6000, 0.2000
1827, 0.6482, 7.3366, -1.0873, 0.3496, 6.2597, -1.8782, -0.0079, 0.7792, 0.2000, 0.6000, 0.2000
1828, 0.6482, 7.3366, -1.0873, 0.3496, 6.2597, -1.8782, -0.0079, 0.7792, 0.2000, 0.6000, 0.2000
1829, 0.6493, 7.3346, -1.0811, 0.3496, 6.2597, -1.8782, -0.0074, 0.7597, 0.2000, 0.6000, 0.2000
1830, 0.6493, 7.3346, -1.0811, 0.3496, 6.2597, -1.8782, -0.0074, 0.7597, 0.2000, 0.6000, 0.2000
1831, 0.6503, 7.3326, -1.0748, 0.3496, 6.2597, -1.8782, -0.0074, 0.7597, 0.2000, 0.6000, 0.2000
1832, 0.6503, 7.3326, -1.0748, 0.3496, 6.2597, -1.8782, -0.0071, 0.7571, 0.2000, 0.6000, 0.2000
1833, 0.6503, 7.3326, -1.0748, 0.3496, 6.2597, -1.8782, -0.0071, 0.7571, 0.2000, 0.6000, 0.2000
1834, 0.6514, 7.3307, -1.0685, 0.3496, 6.2597, -1.8782, -0.0068, 0.7396, 0.2000, 0.6000, 0.2000
1835, 0.6514, 7.3307, -1.0685, 0.3496, 6.2597, -1.8782, -0.0068, 0.7396, 0.2000, 0.6000, 0.2000
1836, 0.6514, 7.3307, -1.0685, 0.3496, 6.2597, -1.8782, -0.0068, 0.7396, 0.2000, 0.6000, 0.2000
1837, 0.6525, 7.3287, -1.0623, 0.3496, 6.2597, -1.8782, -0.0080, 0.8274, 0.2000, 0.6000, 0.2000
1838, 0.6525, 7.3287, -1.0623, 0.3496, 6.2597, -1.8782, -0.0080, 0.8274, 0.2000, 0.6000, 0.2000
1839, 0.6536, 7.3267, -1.0560, 0.3496, 6.2597, -1.8782, -0.0080, 0.8274, 0.2000, 0.6000, 0.2000
1840, 0.6536, 7.3267, -1.0560, 0.3496, 6.2597, -1.8782, -0.0071, 0.7962, 0.2000, 0.6000, 0.2000
1841, 0.6536, 7.3267, -1.0560, 0.3496, 6.2597, -1.8782, -0.0071, 0.7962, 0.2000, 0.6000, 0.2000
1842, 0.6547, 7.3248, -1.0498, 0.3496, 6.2597, -1.8782, -0.0071, 0.7962, 0.2000, 0.6000, 0.2000
1843, 0.6547, 7.3248, -1.0498, 0.3496, 6.2597, -1.8782, -0.0079, 0.6329, 0.2000, -0.4277, 0.2000
1844, 0.6547, 7.3248, -1.0498, 0.3496, 6.2597, -1.8782, -0.0079, 0.6329, 0.2000, -0.3622, 0.2000
1845, 0.6558, 7.3229, -1.0435, 0.3496, 6.2597, -1.8782, -0.0071, 0.8382, 0.2000, 0.6000, 0.2000
1846, 0.6558, 7.3229, -1.0435, 0.3496, 6.2597, -1.8782, -0.0071, 0.8382, 0.2000, 0.6000, 0.2000
1847, 0.6570, 7.3209, -1.0443, 0.3496, 6.2597, -1.8782, -0.0071, 0.8382, 0.2000, 0.6000, 0.2000
1848, 0.6570, 7.3209, -1.0443, 0.3496, 6.2597, -1.8782, -0.0075, 0.8921, 0.2000, 0.6000, 0.2000
1849, 0.6570, 7.3209, -1.0443, 0.3496, 6.2597, -1.8782, -0.0075, 0.8921, 0.2000, 0.6000, 0.2000
1850, 0.6581, 7.3190, -1.0410, 0.3496, 6.2597, -1.8782, -0.0073, 0.8907, 0.2000, 0.6000, 0.2000
1851, 0.6581, 7.3190, -1.0410, 0.3496, 6.2597, -1.8782, -0.0073, 0.8907, 0.2000, 0.6000, 0.2000
1852, 0.6581, 7.3190, -1.0410, 0.3496, 6.2597, -1.8782, -0.0073, 0.8907, 0.2000, 0.6000, 0.2000
1853, 0.6593, 7.3171, -1.0348, 0.3496, 6.2597, -1.8782, -0.0071, 0.8740, 0.2000, 0.6000, 0.2000
1854, 0.6593, 7.3171, -1.0348, 0.3496, 6.2597, -1.8782, -0.0071, 0.8740, 0.2000, 0.6000, 0.2000
1855, 0.6604, 7.3152, -1.0285, 0.3496, 6.2597, -1.8782, -0.0071, 0.8740, 0.2000, 0.6000, 0.2000
1856, 0.6604, 7.3152, -1.0285, 0.3496, 6.2597, -1.8782, -0.0064, 0.8417, 0.2000, 0.6000, 0.2000
1857, 0.6604, 7.3152, -1.0285, 0.3496, 6.2597, -1.8782, -0.0064, 0.8417, 0.2000, 0.6000, 0.2000
1858, 0.6616, 7.3132, -1.0223, 0.3496, 6.2597, -1.8782, -0.0040, 0.8740, 0.2000, 0.6000, 0.2000
1859, 0.6616, 7.3132, -1.0223, 0.3496, 6.2597, -1.8782, -0.0040, 0.8740, 0.2000, 0.6000, 0.2000
1860, 0.6616, 7.3132, -1.0223, 0.3496, 6.2597, -1.8782, -0.0040, 0.8740, 0.2000, 0.6000, 0.2000
1861, 0.6628, 7.3113, -1.0160, 0.3496, 6.2597, -1.8782, -0.0029, 0.8875, 0.2000, 0.6000, 0.2000
1862, 0.6628, 7.3113, -1.0160, 0.3496, 6.2597, -1.8782, -0.0029, 0.8875, 0.2000, 0.6000, 0.2000
1863, 0.6628, 7.3113, -1.0160, 0.3496, 6.2597, -1.8782, -0.0029, 0.8875, 0.2000, 0.6000, 0.2000
1864, 0.6639, 7.3094, -1.0098, 0.3496, 6.2597, -1.8782, -0.0037, 0.8804, 0.2000, 0.6000, 0.2000
1865, 0.6639, 7.3094, -1.0098, 0.3496, 6.2597, -1.8782, -0.0037, 0.8804, 0.2000, 0.6000, 0.2000
1866, 0.6652, 7.3076, -1.0035, 0.3496, 6.2597, -1.8782, -0.0037, 0.8804, 0.2000, 0.6000, 0.2000
1867, 0.6652, 7.3076, -1.0035, 0.3496, 6.2597, -1.8782, -0.0046, 0.8772, 0.2000, 0.6000, 0.2000
1868, 0.6652, 7.3076, -1.0035, 0.3496, 6.2597, -1.8782, -0.0046, 0.8772, 0.2000, 0.6000, 0.2000
1869, 0.6664, 7.3057, -0.9973, 0.3496, 6.2597, -1.8782, -0.0065, 0.8544, 0.2000, 0.6000, 0.2000
1870, 0.6664, 7.3057, -0.9973, 0.3496, 6.2597, -1.8782, -0.0065, 0.8544, 0.2000, 0.6000, 0.2000
1871, 0.6664, 7.3057, -0.9973, 0.3496, 6.2597, -1.8782, -0.0065, 0.8544, 0.2000, 0.6000, 0.2000
1872, 0.6676, 7.3038, -0.9910, 0.3496, 6.2597, -1.8782, -0.0070, 0.8470, 0.2000, 0.6000, 0.2000
1873, 0.6676, 7.3038, -0.9910, 0.3496, 6.2597, -1.8782, -0.0070, 0.8470, 0.2000, 0.6000, 0.2000
1874, 0.6688, 7.3019, -0.9847, 0.3496, 6.2597, -1.8782, -0.0070, 0.8470, 0.2000, 0.6000, 0.2000
1875, 0.6688, 7.3019, -0.9847, 0.3496, 6.2597, -1.8782, -0.0083, 0.8121, 0.2000, 0.6000, 0.2000
1876, 0.6688, 7.3019, -0.9847, 0.3496, 6.2597, -1.8782, -0.0083, 0.8121, 0.2000, 0.6000, 0.2000
1877, 0.6701, 7.3001, -0.9785, 0.3496, 6.2597, -1.8782, -0.0071, 0.8786, 0.2000, 0.6000, 0.2000
1878, 0.6701, 7.3001, -0.9785, 0.3496, 6.2597, -1.8782, -0.0071, 0.8786, 0.2000, 0.6000, 0.2000
1879, 0.6701, 7.3001, -0.9785, 0.3496, 6.2597, -1.8782, -0.0071, 0.8786, 0.2000, 0.6000, 0.2000
1880, 0.6713, 7.2982, -0.9722, 0.3496, 6.2597, -1.8782, -0.0069, 0.9314, 0.2000, 0.6000, 0.2000
1881, 0.6713, 7.2982, -0.9722, 0.3496, 6.2597, -1.8782, -0.0069, 0.9314, 0.2000, 0.6000, 0.2000
1882, 0.6726, 7.2964, -0.9660, 0.3496, 6.2597, -1.8782, -0.0069, 0.9314, 0.2000, 0.6000, 0.2000
1883, 0.6726, 7.2964, -0.9660, 0.3496, 6.2597, -1.8782, -0.0069, 0.9398, 0.2000, 0.6000, 0.2000
1884, 0.6726, 7.2964, -0.9660, 0.3496, 6.2597, -1.8782, -0.0069, 0.9398, 0.2000, 0.6000, 0.2000
1885, 0.6739, 7.2946, -0.9597, 0.3496, 6.2597, -1.8782, -0.0073, 0.9221, 0.2000, 0.6000, 0.2000
1886, 0.6739, 7.2946, -0.9597, 0.3496, 6.2597, -1.8782, -0.0073, 0.9221, 0.2000, 0.6000, 0.2000
1887, 0.6739, 7.2946, -0.9597, 0.3496, 6.2597, -1.8782, -0.0073, 0.9221, 0.2000, 0.6000, 0.2000
1888, 0.6752, 7.2927, -0.9535, 0.3496, 6.2597, -1.8782, -0.0066, 0.9819, 0.2000, 0.6000, 0.2000
1889, 0.6752, 7.2927, -0.9535, 0.3496, 6.2597, -1.8782, -0.0066, 0.9819, 0.2000, 0.6000, 0.2000
1890, 0.6765, 7.2909, -0.9472, 0.3496, 6.2597, -1.8782, -0.0063, 1.0009, 0.2000, 0.6000, 0.2000
1891, 0.6765, 7.2909, -0.9472, 0.3496, 6.2597, -1.8782, -0.0063, 1.0009, 0.2000, 0.6000, 0.2000
1892, 0.6765, 7.2909, -0.9472, 0.3496, 6.2597, -1.8782, -0.0063, 1.0009, 0.2000, 0.6000, 0.2000
1893, 0.6778, 7.2891, -0.9409, 0.3496, 6.2597, -1.8782, -0.0064, 1.0217, 0.2000, 0.6000, 0.2000
1894, 0.6778, 7.2891, -0.9409, 0.3496, 6.2597, -1.8782, -0.0064, 1.0217, 0.2000, 0.6000, 0.2000
1895, 0.6778, 7.2891, -0.9409, 0.3496, 6.2597, -1.8782, -0.0064, 1.0217, 0.2000, 0.6000, 0.2000
1896, 0.6792, 7.2873, -0.9347, 0.3496, 6.2597, -1.8782, -0.0067, 1.0619, 0.2000, 0.6000, 0.2000
1897, 0.6792, 7.2873, -0.9347, 0.3496, 6.2597, -1.8782, -0.0067, 1.0619, 0.2000, 0.6000, 0.2000
1898, 0.6805, 7.2855, -0.9284, 0.3496, 6.2597, -1.8782, -0.0067, 1.0619, 0.2000, 0.6000, 0.2000
1899, 0.6805, 7.2855, -0.9284, 0.3496, 6.2597, -1.8782, -0.0087, 0.7379, 0.2000, -0.6000, 0.2000
1900, 0.6805, 7.2855, -0.9284, 0.3496, 6.2597, -1.8782, -0.0087, 0.7379, 0.2000, -0.6000, 0.2000
1901, 0.6819, 7.2837, -0.9222, 0.3496, 6.2597, -1.8782, -0.0073, 0.7527, 0.2000, -0.5840, 0.2000
1902, 0.6819, 7.2837, -0.9222, 0.3496, 6.2597, -1.8782, -0.0073, 0.7527, 0.2000, -0.6000, 0.2000
1903, 0.6819, 7.2837, -0.9222, 0.3496, 6.2597, -1.8782, -0.0073, 0.7527, 0.2000, -0.6000, 0.2000
1904, 0.6832, 7.2820, -0.9245, 0.3496, 6.2597, -1.8782, -0.0061, 1.1157, 0.2000, 0.6000, 0.2000
1905, 0.6832, 7.2820, -0.9245, 0.3496, 6.2597, -1.8782, -0.0061, 1.1157, 0.2000, 0.6000, 0.2000
1906, 0.6846, 7.2802, -0.9307, 0.3496, 6.2597, -1.8782, -0.0061, 1.1157, 0.2000, 0.6000, 0.2000
1907, 0.6846, 7.2802, -0.9307, 0.3496, 6.2597, -1.8782, -0.0065, 1.1516, 0.2000, 0.6000, 0.2000
1908, 0.6846, 7.2802, -0.9307, 0.3496, 6.2597, -1.8782, -0.0065, 1.1516, 0.2000, 0.6000, 0.2000
1909, 0.6859, 7.2784, -0.9285, 0.3496, 6.2597, -1.8782, -0.0073, 1.0383, 0.2000, 0.6000, 0.2000
1910, 0.6859, 7.2784, -0.9285, 0.3496, 6.2597, -1.8782, -0.0073, 1.0383, 0.2000, 0.6000, 0.2000
1911, 0.6859, 7.2784, -0.9285, 0.3496, 6.2597, -1.8782, -0.0073, 1.0383, 0.2000, 0.6000, 0.2000
1912, 0.6872, 7.2766, -0.9223, 0.3496, 6.2597, -1.8782, -0.0055, 1.1515, 0.2000, 0.6000, 0.2000
1913, 0.6872, 7.2766, -0.9223, 0.3496, 6.2597, -1.8782, -0.0055, 1.1515, 0.2000, 0.6000, 0.2000
1914, 0.6872, 7.2766, -0.9223, 0.3496, 6.2597, -1.8782, -0.0055, 1.1515, 0.2000, 0.6000, 0.2000
1915, 0.6886, 7.2748, -0.9161, 0.3496, 6.2597, -1.8782, -0.0026, 1.2535, 0.2000, 0.6000, 0.2000
1916, 0.6886, 7.2748, -0.9161, 0.3496, 6.2597, -1.8782, -0.0026, 1.2535, 0.2000, 0.6000, 0.2000
1917, 0.6900, 7.2730, -0.9098, 0.3496, 6.2597, -1.8782, -0.0006, 1.4071, 0.2000, 0.6000, 0.2000
1918, 0.6900, 7.2730, -0.9098, 0.3496, 6.2597, -1.8782, -0.0006, 1.4071, 0.2000, 0.6000, 0.2000
1919, 0.6900, 7.2730, -0.9098, 0.3496, 6.2597, -1.8782, -0.0006, 1.4071, 0.2000, 0.6000, 0.2000
1920, 0.6913, 7.2713, -0.9036, 0.3496, 6.2597, -1.8782, -0.0009, 0.4031, 0.2000, -0.6000, 0.2000
1921, 0.6913, 7.2713, -0.9036, 0.3496, 6.2597, -1.8782, -0.0009, 0.4031, 0.2000, -0.6000, 0.2000
1922, 0.6913, 7.2713, -0.9036, 0.3496, 6.2597, -1.8782, -0.0009, 0.4031, 0.2000, -0.6000, 0.2000
1923, 0.6927, 7.2695, -0.8973, 0.3496, 6.2597, -1.8782, -0.0008, 0.7580, 0.2000, -0.6000, 0.2000
1924, 0.6927, 7.2695, -0.8973, 0.3496, 6.2597, -1.8782, -0.0008, 0.7580, 0.2000, -0.6000, 0.2000
1925, 0.6941, 7.2678, -0.8996, 0.3496, 6.2597, -1.8782, -0.0008, 0.7580, 0.2000, -0.6000, 0.2000
1926, 0.6941, 7.2678, -0.8996, 0.3496, 6.2597, -1.8782, -0.0009, 1.0041, 0.2000, 0.6000, 0.2000
1927, 0.6941, 7.2678, -0.8996, 0.3496, 6.2597, -1.8782, -0.0009, 1.0041, 0.2000, 0.6000, 0.2000
1928, 0.6955, 7.2660, -0.9058, 0.3496, 6.2597, -1.8782, -0.0036, 0.9889, 0.2000, 0.6000, 0.2000
1929, 0.6955, 7.2660, -0.9058, 0.3496, 6.2597, -1.8782, -0.0036, 0.9889, 0.2000, 0.6000, 0.2000
1930, 0.6969, 7.2643, -0.9036, 0.3496, 6.2597, -1.8782, -0.0036, 0.9889, 0.2000, 0.6000, 0.2000
1931, 0.6969, 7.2643, -0.9036, 0.3496, 6.2597, -1.8782, -0.0044, 0.9756, 0.2000, 0.6000, 0.2000
1932, 0.6969, 7.2643, -0.9036, 0.3496, 6.2597, -1.8782, -0.0044, 0.9756, 0.2000, 0.6000, 0.2000
1933, 0.6983, 7.2625, -0.8974, 0.3496, 6.2597, -1.8782, -0.0044, 0.9756, 0.2000, 0.6000, 0.2000
1934, 0.6983, 7.2625, -0.8974, 0.3496, 6.2597, -1.8782, -0.0038, 0.9138, 0.2000, 0.6000, 0.2000
1935, 0.6983, 7.2625, -0.8974, 0.3496, 6.2597, -1.8782, -0.0038, 0.9138, 0.2000, 0.6000, 0.2000
1936, 0.6997, 7.2608, -0.8912, 0.3496, 6.2597, -1.8782, -0.0012, 0.9407, 0.2000, 0.6000, 0.2000
1937, 0.6997, 7.2608, -0.8912, 0.3496, 6.2597, -1.8782, -0.0012, 0.9407, 0.2000, 0.6000, 0.2000
1938, 0.6997, 7.2608, -0.8912, 0.3496, 6.2597, -1.8782, -0.0012, 0.9407, 0.2000, 0.6000, 0.2000
1939, 0.7011, 7.2590, -0.8849, 0.3496, 6.2597, -1.8782, 0.0000, 0.0000, 0.2000, -0.6000, 0.2000
1940, 0.7011, 7.2590, -0.8849, 0.3496, 6.2597, -1.8782, 0.0000, 0.0000, 0.2000, -0.6000, 0.2000
1941, 0.7025, 7.2573, -0.8787, 0.3496, 6.2597, -1.8782, 0.0000, 0.0000, 0.2000, -0.6000, 0.2000
1942, 0.7025, 7.2573, -0.8787, 0.3496, 6.2597, -1.8782, 0.0000, 0.0000, 0.2000, -0.6000, 0.2000
1943, 0.7025, 7.2573, -0.8787, 0.3496, 6.2597, -1.8782, 0.0000, 0.0000, 0.2000, -0.6000, 0.2000
1944, 0.7040, 7.2556, -0.8809, 0.3496, 6.2597, -1.8782, -0.0002, 1.2539, 0.2000, 0.6000, 0.2000
1945, 0.7040, 7.2556, -0.8809, 0.3496, 6.2597, -1.8782, -0.0002, 1.2539, 0.2000, 0.6000, 0.2000
1946, 0.7040, 7.2556, -0.8809, 0.3496, 6.2597, -1.8782, -0.0002, 1.2539, 0.2000, 0.6000, 0.2000
1947, 0.7054, 7.2539, -0.8872, 0.3496, 6.2597, -1.8782, -0.0013, 1.0685, 0.2000, 0.6000, 0.2000
1948, 0.7054, 7.2539, -0.8872, 0.3496, 6.2597, -1.8782, -0.0013, 1.0685, 0.2000, 0.6000, 0.2000
1949, 0.7068, 7.2522, -0.8850, 0.3496, 6.2597, -1.8782, -0.0013, 1.0685, 0.2000, 0.6000, 0.2000
1950, 0.7068, 7.2522, -0.8850, 0.3496, 6.2597, -1.8782, -0.0036, 0.9418, 0.2000, 0.6000, 0.2000
1951, 0.7068, 7.2522, -0.8850, 0.3496, 6.2597, -1.8782, -0.0036, 0.9418, 0.2000, 0.6000, 0.2000
1952, 0.7082, 7.2504, -0.8788, 0.3496, 6.2597, -1.8782, -0.0047, 0.9223, 0.2000, 0.6000, 0.2000
1953, 0.7082, 7.2504, -0.8788, 0.3496, 6.2597, -1.8782, -0.0047, 0.9223, 0.2000, 0.6000, 0.2000
1954, 0.7082, 7.2504, -0.8788, 0.3496, 6.2597, -1.8782, -0.0047, 0.9223, 0.2000, 0.6000, 0.2000
1955, 0.7096, 7.2487, -0.8725, 0.3496, 6.2597, -1.8782, -0.0020, 0.9818, 0.2000, 0.6000, 0.2000
1956, 0.7096, 7.2487, -0.8725, 0.3496, 6.2597, -1.8782, -0.0020, 0.9818, 0.2000, 0.6000, 0.2000
1957, 0.7111, 7.2470, -0.8663, 0.3496, 6.2597, -1.8782, -0.0020, 0.9818, 0.2000, 0.6000, 0.2000
1958, 0.7111, 7.2470, -0.8663, 0.3496, 6.2597, -1.8782, 0.0000, 0.0000, 0.2000, -0.6000, 0.2000
1959, 0.7111, 7.2470, -0.8663, 0.3496, 6.2597, -1.8782, 0.0000, 0.0000, 0.2000, -0.6000, 0.2000
1960, 0.7126, 7.2453, -0.8600, 0.3496, 6.2597, -1.8782, -0.0010, 0.7089, 0.2000, -0.6000, 0.2000
1961, 0.7126, 7.2453, -0.8600, 0.3496, 6.2597, -1.8782, -0.0010, 0.7089, 0.2000, -0.6000, 0.2000
1962, 0.7126, 7.2453, -0.8600, 0.3496, 6.2597, -1.8782, -0.0010, 0.7089, 0.2000, -0.6000, 0.2000
1963, 0.7140, 7.2436, -0.8623, 0.3496, 6.2597, -1.8782, -0.0004, 0.7269, 0.2000, -0.6000, 0.2000
1964, 0.7140, 7.2436, -0.8623, 0.3496, 6.2597, -1.8782, -0.0004, 0.7269, 0.2000, -0.6000, 0.2000
1965, 0.7155, 7.2419, -0.8686, 0.3496, 6.2597, -1.8782, -0.0004, 0.7269, 0.2000, -0.6000, 0.2000
1966, 0.7155, 7.2419, -0.8686, 0.3496, 6.2597, -1.8782, -0.0014, 1.0953, 0.2000, 0.6000, 0.2000
1967, 0.7155, 7.2419, -0.8686, 0.3496, 6.2597, -1.8782, -0.0014, 1.0953, 0.2000, 0.6000, 0.2000
1968, 0.7169, 7.2402, -0.8749, 0.3496, 6.2597, -1.8782, -0.0040, 0.9750, 0.2000, 0.6000, 0.2000
1969, 0.7169, 7.2402, -0.8749, 0.3496, 6.2597, -1.8782, -0.0040, 0.9750, 0.2000, 0.6000, 0.2000
1970, 0.7169, 7.2402, -0.8749, 0.3496, 6.2597, -1.8782, -0.0040, 0.9750, 0.2000, 0.6000, 0.2000
1971, 0.7169, 7.2402, -0.8749, 0.3496, 6.2597, -1.8782, -0.0040, 0.9750, 0.2000, 0.6000, 0.2000
1972, 0.7183, 7.2385, -0.8726, 0.3496, 6.2597, -1.8782, -0.0060, 0.9452, 0.2000, 0.6000, 0.2000
1973, 0.7183, 7.2385, -0.8726, 0.3496, 6.2597, -1.8782, -0.0060, 0.9452, 0.2000, 0.6000, 0.2000
1974, 0.7198, 7.2368, -0.8665, 0.3496, 6.2597, -1.8782, -0.0024, 1.0120, 0.2000, 0.6000, 0.2000
1975, 0.7198, 7.2368, -0.8665, 0.3496, 6.2597, -1.8782, -0.0024, 1.0120, 0.2000, 0.6000, 0.2000
1976, 0.7198, 7.2368, -0.8665, 0.3496, 6.2597, -1.8782, -0.0024, 1.0120, 0.2000, 0.6000, 0.2000
1977, 0.7212, 7.2351, -0.8602, 0.3496, 6.2597, -1.8782, 0.0000, 0.0000, 0.1961, -0.6000, 0.2000
1978, 0.7212, 7.2351, -0.8602, 0.3496, 6.2597, -1.8782, 0.0000, 0.0000, 0.2000, -0.6000, 0.1961
1979, 0.7227, 7.2334, -0.8539, 0.3496, 6.2597, -1.8782, 0.0000, 0.0000, 0.2000, -0.6000, 0.2000
1980, 0.7227, 7.2334, -0.8539, 0.3496, 6.2597, -1.8782, 0.0000, 0.0000, 0.2000, -0.6000, 0.2000
1981, 0.7227, 7.2334, -0.8539, 0.3496, 6.2597, -1.8782, 0.0000, 0.0000, 0.2000, -0.6000, 0.2000
1982, 0.7242, 7.2317, -0.8562, 0.3496, 6.2597, -1.8782, -0.0002, 0.4444, 0.2000, -0.6000, 0.2000
1983, 0.7242, 7.2317, -0.8562, 0.3496, 6.2597, -1.8782, -0.0002, 0.4444, 0.2000, -0.6000, 0.2000
