tick,cur_x,cur_y,cur_yaw,target_x,target_y,target_yaw,force_x,force_y,v_cmd,w_cmd,cur_v
482, 0.2676, 8.3282, -1.4103, 0.0000, 0.0000, 0.0000, -0.0003, 1.0181, 0.2000, -0.6000, 0.2000
483, 0.2679, 8.3261, -1.4126, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.2000, 0.6000, 0.2000
484, 0.2679, 8.3261, -1.4126, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.2000, -0.6000, 0.2000
485, 0.2679, 8.3261, -1.4126, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.2000, 0.6000, 0.2000
486, 0.2683, 8.3238, -1.4189, 0.0000, 0.0000, 0.0000, -0.0015, 0.9013, 0.2000, -0.6000, 0.2000
487, 0.2683, 8.3238, -1.4189, 0.0000, 0.0000, 0.0000, -0.0015, 0.9013, 0.2000, 0.6000, 0.2000
488, 0.2686, 8.3216, -1.4167, 0.0000, 0.0000, 0.0000, -0.0015, 0.9013, 0.2000, -0.6000, 0.2000
489, 0.2686, 8.3216, -1.4167, 0.0000, 0.0000, 0.0000, -0.0010, 0.8451, 0.2000, 0.6000, 0.2000
490, 0.2686, 8.3216, -1.4167, 0.0000, 0.0000, 0.0000, -0.0010, 0.8451, 0.2000, -0.6000, 0.2000
491, 0.2689, 8.3194, -1.4190, 0.0000, 0.0000, 0.0000, -0.0012, 0.9234, 0.2000, 0.6000, 0.2000
492, 0.2689, 8.3194, -1.4190, 0.0000, 0.0000, 0.0000, -0.0012, 0.9234, 0.2000, -0.6000, 0.2000
493, 0.2689, 8.3194, -1.4190, 0.0000, 0.0000, 0.0000, -0.0012, 0.9234, 0.2000, 0.6000, 0.2000
494, 0.2693, 8.3172, -1.4253, 0.0000, 0.0000, 0.0000, -0.0003, 1.0171, 0.2000, -0.6000, 0.2000
495, 0.2693, 8.3172, -1.4253, 0.0000, 0.0000, 0.0000, -0.0003, 1.0171, 0.2000, 0.6000, 0.2000
496, 0.2693, 8.3172, -1.4253, 0.0000, 0.0000, 0.0000, -0.0003, 1.0171, 0.2000, -0.6000, 0.2000
497, 0.2696, 8.3150, -1.4231, 0.0000, 0.0000, 0.0000, -0.0003, 0.2049, 0.2000, 0.6000, 0.2000
498, 0.2696, 8.3150, -1.4231, 0.0000, 0.0000, 0.0000, -0.0003, 0.2049, 0.2000, -0.6000, 0.2000
499, 0.2696, 8.3150, -1.4231, 0.0000, 0.0000, 0.0000, -0.0003, 0.2049, 0.2000, 0.6000, 0.2000
500, 0.2699, 8.3128, -1.4255, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.2000, -0.6000, 0.2000
501, 0.2699, 8.3128, -1.4255, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.2000, 0.6000, 0.2000
